ZCTA,RPL_THEMES,vintage,method,source
35453,0.7894,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35456,0.5149,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35457,0.0345,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35458,0.091,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35459,0.6382,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35460,0.5239,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35461,0.5729,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35462,0.976,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35463,0.4408,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35464,0.665,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35466,0.678,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35469,0.1296,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35470,0.8974,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35473,0.7257,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35474,0.8032,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35475,0.2599,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35476,0.9804,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35477,0.1514,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35480,0.1572,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35481,0.8658,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35490,0.5239,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35501,0.9654,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35503,0.7365,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35504,0.8102,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35540,0.6257,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35541,0.6119,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35542,0.4997,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35543,0.7115,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35544,0.2829,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35545,0.3966,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35546,0.4897,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35548,0.6276,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35549,0.7133,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35550,0.8462,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35552,0.414,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35553,0.7489,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35554,0.563,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35555,0.8562,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35559,0.1304,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35563,0.8637,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35564,0.6149,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35565,0.9441,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35570,0.8634,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35571,0.3052,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35572,0.212,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35574,0.3419,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35575,0.605,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35576,0.2035,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35577,0.4222,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35578,0.6588,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35579,0.7759,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35580,0.6395,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35581,0.7303,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35582,0.6939,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35584,0.6291,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35585,0.4879,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35586,0.8453,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35587,0.2391,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35592,0.8605,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35593,0.5244,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35594,0.7752,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35601,0.9546,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35603,0.6947,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35610,0.3486,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35611,0.9247,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
35613,0.5678,2020,"findSVI CRAN package v0.2.0, geography=zcta, year=2020; percentile-ranked against ZCTAs (national ZCTA universe), NOT comparable to CDC published 2020 SVI which is ranked against census tracts. Same ACS variables and CDC methodology, different reference population.","ACS 2020 5-year estimates retrieved via Census API (api.census.gov); findSVI CRAN package (https://CRAN.R-project.org/package=findSVI). Original CDC SVI methodology: CDC/ATSDR GRASP, svi.cdc.gov."
